"","v_names","v_label"
"810","hv115_22","current marital status"
"811","hv115_23","current marital status"
"812","hv115_24","current marital status"
"813","hv115_25","current marital status"
"814","hv115_26","current marital status"
"815","hv115_27","current marital status"
"816","hv115_28","current marital status"
"817","hv115_29","current marital status"
"818","hv115_30","current marital status"
"819","hv115_31","current marital status"
"820","hv115_32","current marital status"
"821","hv115_33","current marital status"
"822","hv115_34","current marital status"
"823","hv115_35","current marital status"
"824","hv116_01","currently, formerly, never married"
"825","hv116_02","currently, formerly, never married"
"826","hv116_03","currently, formerly, never married"
"827","hv116_04","currently, formerly, never married"
"828","hv116_05","currently, formerly, never married"
"829","hv116_06","currently, formerly, never married"
"830","hv116_07","currently, formerly, never married"
"831","hv116_08","currently, formerly, never married"
"832","hv116_09","currently, formerly, never married"
"833","hv116_10","currently, formerly, never married"
"834","hv116_11","currently, formerly, never married"
"835","hv116_12","currently, formerly, never married"
"836","hv116_13","currently, formerly, never married"
"837","hv116_14","currently, formerly, never married"
"838","hv116_15","currently, formerly, never married"
"839","hv116_16","currently, formerly, never married"
"840","hv116_17","currently, formerly, never married"
"841","hv116_18","currently, formerly, never married"
"842","hv116_19","currently, formerly, never married"
"843","hv116_20","currently, formerly, never married"
"844","hv116_21","currently, formerly, never married"
"845","hv116_22","currently, formerly, never married"
"846","hv116_23","currently, formerly, never married"
"847","hv116_24","currently, formerly, never married"
"848","hv116_25","currently, formerly, never married"
"849","hv116_26","currently, formerly, never married"
"850","hv116_27","currently, formerly, never married"
"851","hv116_28","currently, formerly, never married"
"852","hv116_29","currently, formerly, never married"
"853","hv116_30","currently, formerly, never married"
"854","hv116_31","currently, formerly, never married"
"855","hv116_32","currently, formerly, never married"
"856","hv116_33","currently, formerly, never married"
"857","hv116_34","currently, formerly, never married"
"858","hv116_35","currently, formerly, never married"
"859","hv117_01","eligibility for female interview"
"860","hv117_02","eligibility for female interview"
"861","hv117_03","eligibility for female interview"
"862","hv117_04","eligibility for female interview"
"863","hv117_05","eligibility for female interview"
"864","hv117_06","eligibility for female interview"
"865","hv117_07","eligibility for female interview"
"866","hv117_08","eligibility for female interview"
"867","hv117_09","eligibility for female interview"
"868","hv117_10","eligibility for female interview"
"869","hv117_11","eligibility for female interview"
"870","hv117_12","eligibility for female interview"
"871","hv117_13","eligibility for female interview"
"872","hv117_14","eligibility for female interview"
"873","hv117_15","eligibility for female interview"
"874","hv117_16","eligibility for female interview"
"875","hv117_17","eligibility for female interview"
"876","hv117_18","eligibility for female interview"
"877","hv117_19","eligibility for female interview"
"878","hv117_20","eligibility for female interview"
"879","hv117_21","eligibility for female interview"
"880","hv117_22","eligibility for female interview"
"881","hv117_23","eligibility for female interview"
"882","hv117_24","eligibility for female interview"
"883","hv117_25","eligibility for female interview"
"884","hv117_26","eligibility for female interview"
"885","hv117_27","eligibility for female interview"
"886","hv117_28","eligibility for female interview"
"887","hv117_29","eligibility for female interview"
"888","hv117_30","eligibility for female interview"
"889","hv117_31","eligibility for female interview"
"890","hv117_32","eligibility for female interview"
"891","hv117_33","eligibility for female interview"
"892","hv117_34","eligibility for female interview"
"893","hv117_35","eligibility for female interview"
"894","hv118_01","eligibility for male interview"
"895","hv118_02","eligibility for male interview"
"896","hv118_03","eligibility for male interview"
"897","hv118_04","eligibility for male interview"
"898","hv118_05","eligibility for male interview"
"899","hv118_06","eligibility for male interview"
"900","hv118_07","eligibility for male interview"
"901","hv118_08","eligibility for male interview"
"902","hv118_09","eligibility for male interview"
"903","hv118_10","eligibility for male interview"
"904","hv118_11","eligibility for male interview"
"905","hv118_12","eligibility for male interview"
"906","hv118_13","eligibility for male interview"
"907","hv118_14","eligibility for male interview"
"908","hv118_15","eligibility for male interview"
"909","hv118_16","eligibility for male interview"
"910","hv118_17","eligibility for male interview"
"911","hv118_18","eligibility for male interview"
"912","hv118_19","eligibility for male interview"
"913","hv118_20","eligibility for male interview"
"914","hv118_21","eligibility for male interview"
"915","hv118_22","eligibility for male interview"
"916","hv118_23","eligibility for male interview"
"917","hv118_24","eligibility for male interview"
"918","hv118_25","eligibility for male interview"
"919","hv118_26","eligibility for male interview"
"920","hv118_27","eligibility for male interview"
"921","hv118_28","eligibility for male interview"
"922","hv118_29","eligibility for male interview"
"923","hv118_30","eligibility for male interview"
"924","hv118_31","eligibility for male interview"
"925","hv118_32","eligibility for male interview"
"926","hv118_33","eligibility for male interview"
"927","hv118_34","eligibility for male interview"
"928","hv118_35","eligibility for male interview"
"929","hv120_01","children eligibility for height/weight and hemoglobin"
"930","hv120_02","children eligibility for height/weight and hemoglobin"
"931","hv120_03","children eligibility for height/weight and hemoglobin"
"932","hv120_04","children eligibility for height/weight and hemoglobin"
"933","hv120_05","children eligibility for height/weight and hemoglobin"
"934","hv120_06","children eligibility for height/weight and hemoglobin"
"935","hv120_07","children eligibility for height/weight and hemoglobin"
"936","hv120_08","children eligibility for height/weight and hemoglobin"
"937","hv120_09","children eligibility for height/weight and hemoglobin"
"938","hv120_10","children eligibility for height/weight and hemoglobin"
"939","hv120_11","children eligibility for height/weight and hemoglobin"
"940","hv120_12","children eligibility for height/weight and hemoglobin"
"941","hv120_13","children eligibility for height/weight and hemoglobin"
"942","hv120_14","children eligibility for height/weight and hemoglobin"
"943","hv120_15","children eligibility for height/weight and hemoglobin"
"944","hv120_16","children eligibility for height/weight and hemoglobin"
"945","hv120_17","children eligibility for height/weight and hemoglobin"
"946","hv120_18","children eligibility for height/weight and hemoglobin"
"947","hv120_19","children eligibility for height/weight and hemoglobin"
"948","hv120_20","children eligibility for height/weight and hemoglobin"
"949","hv120_21","children eligibility for height/weight and hemoglobin"
"950","hv120_22","children eligibility for height/weight and hemoglobin"
"951","hv120_23","children eligibility for height/weight and hemoglobin"
"952","hv120_24","children eligibility for height/weight and hemoglobin"
"953","hv120_25","children eligibility for height/weight and hemoglobin"
"954","hv120_26","children eligibility for height/weight and hemoglobin"
"955","hv120_27","children eligibility for height/weight and hemoglobin"
"956","hv120_28","children eligibility for height/weight and hemoglobin"
"957","hv120_29","children eligibility for height/weight and hemoglobin"
"958","hv120_30","children eligibility for height/weight and hemoglobin"
"959","hv120_31","children eligibility for height/weight and hemoglobin"
"960","hv120_32","children eligibility for height/weight and hemoglobin"
"961","hv120_33","children eligibility for height/weight and hemoglobin"
"962","hv120_34","children eligibility for height/weight and hemoglobin"
"963","hv120_35","children eligibility for height/weight and hemoglobin"
"964","hv121_01","member attended school during current school year"
"965","hv121_02","member attended school during current school year"
